"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"163","Having the flu sucks and i don’t wish it on my worst enemy.",FALSE,0,NA,2018-03-08 04:43:19,FALSE,NA,"971607269363380232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","roryyelizabethh",0,FALSE,FALSE,NA,NA
"164","@wickedarmstrong Trump flu?
#soundsyucky",FALSE,0,"wickedarmstrong",2018-03-08 04:42:19,FALSE,"971606260914176001","971607017809956864","48884511","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SirDukeNickRock",0,FALSE,FALSE,NA,NA
"165","RT @Akram_Boutros: The flu may finally be slowing down. Good news for sure, but keep washing your hands, staying smart and avoiding its spr…",FALSE,0,NA,2018-03-08 04:41:30,FALSE,NA,"971606811865427968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hatzalahctown",4,TRUE,FALSE,NA,NA
"166","Flu experts warn of imminent pandemic that will kill '300 million' https://t.co/zUiHhERmcv https://t.co/1LY7TPoZoH",FALSE,0,NA,2018-03-08 04:41:04,FALSE,NA,"971606705925533701",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","ChaoticCrown",0,FALSE,FALSE,NA,NA
"167","Flu experts warn of imminent pandemic that will kill '300 million' https://t.co/HNt8K408qD @MailOnline",FALSE,0,NA,2018-03-08 04:40:57,FALSE,NA,"971606674309107712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","frLarousse2",0,FALSE,FALSE,NA,NA
"168","@demiesop +I got this flu from Duj, but she recovered super fast I am jelly.",FALSE,0,"demiesop",2018-03-08 04:40:44,FALSE,"971606197278093313","971606622270144513","4811624377","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","geekygale",0,FALSE,FALSE,NA,NA
"169","RT @codypoole25: Pray for my son, Oakley. He’s being taken via ambulance and admitted into Children’s Hospital for a bad case of the flu. N…",FALSE,0,NA,2018-03-08 04:40:32,FALSE,NA,"971606570248364034",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","suckonthisx3",3690,TRUE,FALSE,NA,NA
"170","@jamestatusss @Maddix_Black Girl bye anyone can get a goddamn flu shot you ain’t special but some of us don’t like… https://t.co/OEUetBUsnL",FALSE,0,"jamestatusss",2018-03-08 04:40:20,TRUE,"971605692703498242","971606521196023810","2863696358","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LuxxSOCIAL",0,FALSE,FALSE,NA,NA
"171","RT @joshgondelman: I caught a snowflake on my tongue in downtown Manhattan and now I’m sure I have cloud flu or some other NYC-specific dis…",FALSE,0,NA,2018-03-08 04:40:11,FALSE,NA,"971606483870810112",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","sundaydriver79",7,TRUE,FALSE,NA,NA
"172","RT @jeffmyers01: #CDC Deadly flu vaccines exposed by missing Atlanta #CDC doctor before coming up missing! Don't take the deadly flu shots!…",FALSE,0,NA,2018-03-08 04:40:11,FALSE,NA,"971606482440474624",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","BFrownfelterND",31,TRUE,FALSE,NA,NA
"173","RT @jeffmyers01: #CDC Deadly flu vaccines exposed by missing Atlanta #CDC doctor before coming up missing! Don't take the deadly flu shots!…",FALSE,0,NA,2018-03-08 04:40:07,FALSE,NA,"971606465352994816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UnitedCitizen01",31,TRUE,FALSE,NA,NA
"174","https://t.co/1QRLU7mBlg  Natural remedy for Flu, colds and more (read the full article before using) https://t.co/EC1coUgyrf",FALSE,0,NA,2018-03-08 04:39:14,FALSE,NA,"971606243231100929",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","stevepohlit",0,FALSE,FALSE,NA,NA
"175","RT @fcn_84: The US government is lifting a ban on engineering deadly viruses to make them more dangerous https://t.co/MUr9arNcho",FALSE,0,NA,2018-03-08 04:39:09,FALSE,NA,"971606222511136768",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","atm0spheric",6,TRUE,FALSE,NA,NA
"176","RT @blakeshelton: Ok Louisiana... I’m ready! I’m damn sorry about canceling Saturday. But I’m over the flu now and gonna make up for it ton…",FALSE,0,NA,2018-03-08 04:38:26,FALSE,NA,"971606042487541760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","frank2shine",433,TRUE,FALSE,NA,NA
"177","@bugnurse970 Flu shot much less than 20% effective-if at all!
Risks of injecting poisonous  substances into body ou… https://t.co/3HVZD6sPlE",FALSE,0,"bugnurse970",2018-03-08 04:37:52,TRUE,"971599834011516928","971605900212555776","2892478027","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CindyStuart15",0,FALSE,FALSE,NA,NA
"178","@johncusack Aww shucks....seems more likre flu season with these Trumpicidals...",FALSE,0,"johncusack",2018-03-08 04:37:39,FALSE,"971599196557017089","971605845413801984","17017636","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Greggbloomfield",0,FALSE,FALSE,NA,NA
"179","@map301 @RealMattCouch @RandallFlagg05 @JulianAssange @KimDotcom Certainly somebody copied the video off of all the… https://t.co/rljALFiSsZ",FALSE,1,"map301",2018-03-08 04:36:46,TRUE,"971604429404295168","971605623451287552","20348348","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","StopTheLibCoup",0,FALSE,FALSE,NA,NA
"180","ABC: Experts say flu shot potentially caused the flu epidemic (Shocker, in mainstream no less) https://t.co/Uy5VY4oHJZ",FALSE,0,NA,2018-03-08 04:36:11,FALSE,NA,"971605473777549314",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","treniatoday",0,FALSE,FALSE,NA,NA
"181","Is this flu shot making sick?",FALSE,0,NA,2018-03-08 04:35:09,FALSE,NA,"971605215911686145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Trenahh",0,FALSE,FALSE,NA,NA
"182","1,000 yards maybe more spun. I'm happy. Spinning while sick with the flu. It wasn't easy. https://t.co/z0yRKUJNS9",FALSE,0,NA,2018-03-08 04:34:22,FALSE,NA,"971605016388800512",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","NadineVoun",0,FALSE,FALSE,NA,NA
"183","RT @JacquelineNY69: Haven’t been too active as I am just getting over the flu <ed><U+00A0><U+00BE><ed><U+00B4><U+0095> I do love this quote from Charles Blow.  #TrumpRussia #Neve…",FALSE,0,NA,2018-03-08 04:33:53,FALSE,NA,"971604895735386113",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bw71961",2,TRUE,FALSE,NA,NA
"184","""The flu gets a Chuck Norris shot once a year""",FALSE,0,NA,2018-03-08 04:33:47,FALSE,NA,"971604872855515136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pettineson",0,FALSE,FALSE,NA,NA
"185","@demiesop ....sry brain got eaten by flu virus",FALSE,0,"demiesop",2018-03-08 04:33:15,FALSE,"971603935248068608","971604735240241152","4811624377","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","geekygale",0,FALSE,FALSE,NA,NA
"186","The flu is no joke, especially this year. Do everything you can to stay healthy! Eat right, workout, and wash your… https://t.co/gb5CDs8uwy",FALSE,0,NA,2018-03-08 04:33:03,TRUE,NA,"971604686343196678",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","OYOFITNESS",1,FALSE,FALSE,NA,NA
"187","I told my supervisor I got the flu this weekend and how fucking horrible it was &amp; shit right. And I was like I have… https://t.co/Ux5xrkayR3",FALSE,0,NA,2018-03-08 04:32:38,TRUE,NA,"971604580948590592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vzeneth",0,FALSE,FALSE,NA,NA
"188","Ban the flu. That'll stop that sick old virus from infecting people.",FALSE,7,NA,2018-03-08 04:31:47,FALSE,NA,"971604367915831296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SockyNoob",0,FALSE,FALSE,NA,NA
"189","@sobbyellow Sounds like a cold or flu.",FALSE,1,"sobbyellow",2018-03-08 04:31:17,FALSE,"971603343230586880","971604240908128257","818929778354978817","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UsuallyDead",0,FALSE,FALSE,NA,NA
"190","RT @blakeshelton: Ok Louisiana... I’m ready! I’m damn sorry about canceling Saturday. But I’m over the flu now and gonna make up for it ton…",FALSE,0,NA,2018-03-08 04:30:18,FALSE,NA,"971603995922976768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mreid418",433,TRUE,FALSE,NA,NA
"191","Does anyone else feel terrible from the drastic weather changes or am I just getting the flu.",FALSE,2,NA,2018-03-08 04:30:12,FALSE,NA,"971603970966900736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","korbellacroix",0,FALSE,FALSE,NA,NA
"192","@HTHRFLWRS @travismcelroy pretty sure that's what i did while i had the flu",FALSE,1,"HTHRFLWRS",2018-03-08 04:30:04,FALSE,"971465273428463616","971603935097249793","2744829304","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","forward2forget",0,FALSE,FALSE,NA,NA
"193","RT @LotusOak: #STUDY: #Homeopathy Is Useful for Prevention of #Flu &amp; Acute Respiratory Tract Infections

https://t.co/X1xosexKlS https://t.…",FALSE,0,NA,2018-03-08 04:29:56,FALSE,NA,"971603904071897088",NA,"<a href=""http://facebook.com/burnayeva"" rel=""nofollow"">LotusOak</a>","LotusOak",12,TRUE,FALSE,NA,NA
"194","@MerryKish The shot itself, or something in it? I'm allergic to egg which makes ""normal"" person flu shots problematic, for example.",FALSE,1,"MerryKish",2018-03-08 04:29:49,FALSE,"971601810497695744","971603871943438337","1967409835","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Westernwizard",0,FALSE,FALSE,NA,NA
"195","RT @TEDTalks: ""The seasonal flu is probably the biggest driver of antibiotic use."" The coming crisis in antibiotics: https://t.co/kjztQuLd8N",FALSE,0,NA,2018-03-08 04:29:45,FALSE,NA,"971603858031104000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SunSherman",77,TRUE,FALSE,NA,NA
"196","RT @jeffmyers01: #CDC Deadly flu vaccines exposed by missing Atlanta #CDC doctor before coming up missing! Don't take the deadly flu shots!…",FALSE,0,NA,2018-03-08 04:29:35,FALSE,NA,"971603813009448961",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","WriterLisaO",31,TRUE,FALSE,NA,NA
"197","@bugnurse970 So true! What they don't tell you is that there are so many flu out there, that the flu vaccine does n… https://t.co/Esvr7UPpOT",FALSE,0,"bugnurse970",2018-03-08 04:29:35,TRUE,"971599834011516928","971603812720037889","2892478027","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JayJay87027430",0,FALSE,FALSE,NA,NA
"198","RT @BrandonGolsan: Vaccine industry in panic as scientific study solves the riddle of why flu shots don’t work – https://t.co/B4AVlq8oiV ht…",FALSE,0,NA,2018-03-08 04:28:58,FALSE,NA,"971603660529721344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","plagueoflegions",1,TRUE,FALSE,NA,NA
"199","Number of Arizona flu reports steadily dropping after difficult season https://t.co/z91BXynrFt",FALSE,0,NA,2018-03-08 04:28:43,FALSE,NA,"971603597803835397",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","patbishop100",0,FALSE,FALSE,NA,NA
"200","RT @BreatheMd: Flu season isn't over in the US, and those who live with neuromuscular disease are particularly vulnerable to flu complicati…",FALSE,0,NA,2018-03-08 04:28:07,FALSE,NA,"971603446557265920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MWTN2017AKlein",2,TRUE,FALSE,NA,NA
"201","RT @Jimi_Jammin: @cedarflats @ikoikomo61 @leonarddallas2 @happygolfwidow @Tridon1955 @Kawawadude @PJL813 @RonaJawetz @sheilapierce2 @pjl101…",FALSE,0,NA,2018-03-08 04:27:52,FALSE,NA,"971603383512698880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ikoikomo61",1,TRUE,FALSE,NA,NA
"202","Word of advice:DO NOT MISS A WEEK OF SCHOOL WITH THE FLU A WEEK BEFORE YOUR QUARTER ENDS...YOU WILL REGRET IT",FALSE,2,NA,2018-03-08 04:27:47,FALSE,NA,"971603361048027136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Delvalle7667",0,FALSE,FALSE,NA,NA
"203","Flu season isn't over in the US, and those who live with neuromuscular disease are particularly vulnerable to flu c… https://t.co/1XTP9ldpEh",FALSE,3,NA,2018-03-08 04:27:41,TRUE,NA,"971603334200164352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BreatheMd",2,FALSE,FALSE,NA,NA
"204","as if having the flu wasn’t enough, i also have a lung infection and showing early signs of pneumonia. love my immune system!",FALSE,2,NA,2018-03-08 04:27:05,FALSE,NA,"971603185616990208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dwilliams208",0,FALSE,FALSE,NA,NA
"205","Whatever flu is going around rn I am NOT here for it. I’ve never been so sick man.",FALSE,3,NA,2018-03-08 04:26:40,FALSE,NA,"971603081489256454",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HayleyRimlinger",0,FALSE,FALSE,NA,NA
"206","‘Aussie flu’ death toll revives fears of killer pandemic https://t.co/hwNdHVUIGM via @newscomauHQ",FALSE,0,NA,2018-03-08 04:26:21,FALSE,NA,"971603002015412224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","susanrat",0,FALSE,FALSE,NA,NA
"207","At first I was all “girl, why you wearing that in a GAME?” but then I remembered flu season really has been bad thi… https://t.co/MXW9VtXguf",FALSE,0,NA,2018-03-08 04:26:12,TRUE,NA,"971602961515368448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tish_Tish_Tish",0,FALSE,FALSE,NA,NA
"208","Youre bugging watch the flu catch yo ass https://t.co/OknAM36pZy",FALSE,0,NA,2018-03-08 04:25:43,FALSE,NA,"971602841012985856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jinandjuicee",0,FALSE,FALSE,NA,NA
"209","RT @UnityHealthCare: ""45 medical beds for the more than 7,700 people living without homes in the District are “definitely not” enough to me…",FALSE,0,NA,2018-03-08 04:25:37,FALSE,NA,"971602814555312128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","A_Whyne",1,TRUE,FALSE,NA,NA
"210","@cedarflats @ikoikomo61 @leonarddallas2 @happygolfwidow @Tridon1955 @Kawawadude @PJL813 @RonaJawetz @sheilapierce2… https://t.co/f31q9Bm1ep",FALSE,4,"cedarflats",2018-03-08 04:25:34,TRUE,"971602079654408192","971602805516656640","2658633326","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Jimi_Jammin",1,FALSE,FALSE,NA,NA
"211","@TaylorPapevies Lol probably why I had the flu last week",FALSE,1,"TaylorPapevies",2018-03-08 04:25:10,FALSE,"971602042392375296","971602701971808256","341642543","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RachTheBache",0,FALSE,FALSE,NA,NA
"212","I don’t care how old you are or however independent one is. When you get the friggen stomach flu all you want is your mum.",FALSE,0,NA,2018-03-08 04:24:45,FALSE,NA,"971602598905221120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","salome_barker",0,FALSE,FALSE,NA,NA
"213","RT @GingerTaylor: The DOJ filing on the flu shot case: US v OZAUKEE COUNTY, WISCONSIN, for firing a nurse who refused a flu vaccine.
https:…",FALSE,0,NA,2018-03-08 04:24:40,FALSE,NA,"971602575857455104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","markjarthur",4,TRUE,FALSE,NA,NA
"214","I’m not gonna lie, I was a bit scared that I could have died last night. I have never had any flu symptoms that bad… https://t.co/zsOaPPFKrx",FALSE,0,NA,2018-03-08 04:22:29,TRUE,NA,"971602026680401921",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eyejaePlas",0,FALSE,FALSE,NA,NA
"215","RT @CruisinSoozan: This flu is the only thing that’s penetrated my body this year.",FALSE,0,NA,2018-03-08 04:22:13,FALSE,NA,"971601960045568000",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","MissColleen76",58,TRUE,FALSE,NA,NA
"216","@brittswoo @jasonawright7 @BayleeB79 @welenaelena @TrishaDishes @Chucksteak45th @Masschemtrails @CDCgov @POTUS… https://t.co/NV8hBca73O",FALSE,2,"brittswoo",2018-03-08 04:21:31,TRUE,"971594344099586048","971601785491214337","160707380","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Liberals_R_Lame",1,FALSE,FALSE,NA,NA
"217","RT @jamestatusss: @LuxxSOCIAL @Maddix_Black Flu shots cause sickness if you don’t know wtf you’re doing with your body. Walmart has lube fo…",FALSE,0,NA,2018-03-08 04:21:31,FALSE,NA,"971601783561781248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Maddix_Black",1,TRUE,FALSE,NA,NA
"218","WE DONT DESERVE DOGS!
Little man has slept all day while battling the flu and a high fever &amp; Finley will not leave… https://t.co/k7Q3WV8c4p",FALSE,0,NA,2018-03-08 04:21:22,TRUE,NA,"971601744475119616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kellyymyers",0,FALSE,FALSE,NA,NA
"219","@DRUDGE_REPORT Sounds like a case of the Clinton flu!!",FALSE,0,"DRUDGE_REPORT",2018-03-08 04:20:58,FALSE,"971581514382110720","971601646416547847","14669951","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmailMagician",0,FALSE,FALSE,NA,NA
"220","RT @CDCgov: Influenza activity has declined significantly, but will likely continue for several more weeks. Help stop the spread of germs a…",FALSE,0,NA,2018-03-08 04:20:31,FALSE,NA,"971601534084673536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TPSnurseAnoo",162,TRUE,FALSE,NA,NA
"221","The Flu is Killing Up to 4,000 Americans a Week https://t.co/YN9Aud4x4I",FALSE,0,NA,2018-03-08 04:19:44,FALSE,NA,"971601335559827456",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","PACageCombat",0,FALSE,FALSE,NA,NA
"222","The Flu is Killing Up to 4,000 Americans a Week https://t.co/ZMLYCV3bQK",FALSE,0,NA,2018-03-08 04:19:44,FALSE,NA,"971601335404638208",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","PACageCombat",0,FALSE,FALSE,NA,NA
"223","RT @kendraheartxxx: Hahaha we are so silly! @Model_MariaJade We were having bath time while @AnastasiaRoseXX was dying with the AVN flu 

<ed><U+00A0><U+00BD><ed><U+00B2><U+00A5>…",FALSE,0,NA,2018-03-08 04:19:21,FALSE,NA,"971601239367659520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dawryel25",22,TRUE,FALSE,NA,NA
"224","@LuxxSOCIAL @Maddix_Black Flu shots cause sickness if you don’t know wtf you’re doing with your body. Walmart has l… https://t.co/ht1tmpC3sy",FALSE,1,"LuxxSOCIAL",2018-03-08 04:19:17,TRUE,"971600643944321025","971601221491609601","763725889440022529","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jamestatusss",1,FALSE,FALSE,NA,NA
"225","The severe #fluseason has caused chaos across America, closing schools in at least 23 states and leading to the dea… https://t.co/2BP4P8uTji",FALSE,0,NA,2018-03-08 04:19:02,TRUE,NA,"971601160032448512",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","The74",1,FALSE,FALSE,NA,NA
"226","I feel I'm the only one who still has the flu cuz awa e",FALSE,0,NA,2018-03-08 04:18:38,FALSE,NA,"971601057792086016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","natishkagerald",0,FALSE,FALSE,NA,NA
"227","@TioChango_ @joegooding You are too dumb to do your research.    Go check how many healthy adults and kids die of t… https://t.co/qHjSSuiNu9",FALSE,1,"TioChango_",2018-03-08 04:18:36,TRUE,"971556163455201281","971601048463753216","583656702","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Itsme060602",0,FALSE,FALSE,NA,NA
"228","Trump’s DOJ goes after Wisconsin county for pushing nurse assistant to get flu shot… https://t.co/2fCLqVuhJU https://t.co/uCSbGy4UFP",FALSE,1,NA,2018-03-08 04:18:14,FALSE,NA,"971600959272046592",NA,"<a href=""http://zestynews.com"" rel=""nofollow"">Zesty Left Wing Tweets</a>","zesty_leftwing",0,FALSE,FALSE,NA,NA
"229","@420HotChicken69 caused the swine flu outbreak of 2009",FALSE,1,"420HotChicken69",2018-03-08 04:17:42,FALSE,NA,"971600823775121408","750520934","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jake__Hamill",0,FALSE,FALSE,NA,NA
"230","I need to give a shoutout to the staff at the Dallas VA ER Sunday morning, I arrived in extreme distress, pneumonia… https://t.co/O9PdhFobj5",FALSE,0,NA,2018-03-08 04:17:20,TRUE,NA,"971600729461882886",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bajakevin",0,FALSE,FALSE,NA,NA
"231","I'm extremely tired, I do not have a hold on my physical anxiety right now and might have he flu and this is cracki… https://t.co/Zrv2gll9XF",FALSE,0,NA,2018-03-08 04:17:19,TRUE,NA,"971600726278492161",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","barah_sunting",0,FALSE,FALSE,NA,NA
"232","@jamestatusss @Maddix_Black Flu shots cause sickness more than they prevent them tho but I don’t think it can get y… https://t.co/KF5kKq5YrZ",FALSE,1,"jamestatusss",2018-03-08 04:16:59,TRUE,"971599913959112704","971600643944321025","2863696358","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LuxxSOCIAL",0,FALSE,FALSE,NA,NA
"233","I’ve found the silver lining of being having the flu- being able to binge watch @TheCrownNetflix #Flu2018 #bingewatching",FALSE,0,NA,2018-03-08 04:16:37,FALSE,NA,"971600549471752192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","erinkincaid",0,FALSE,FALSE,NA,NA
"234","RT @WebMD: Hot chicken soup can improve the way tiny hair-like parts in the passages of your nose protect your body from bacteria and virus…",FALSE,0,NA,2018-03-08 04:15:56,FALSE,NA,"971600379220672512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","annie_hulala",36,TRUE,FALSE,NA,NA
"235","RT @CDCgov: Influenza activity has declined significantly, but will likely continue for several more weeks. Help stop the spread of germs a…",FALSE,0,NA,2018-03-08 04:15:41,FALSE,NA,"971600318227136512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","munior70",162,TRUE,FALSE,NA,NA
"236","Expert Confirms Flu Shot Behind Deadly Epidemic That's Killed Thousands https://t.co/MST3QVTgvf",FALSE,0,NA,2018-03-08 04:15:39,FALSE,NA,"971600309582573568",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","treniatoday",0,FALSE,FALSE,NA,NA
"237","Finally coming out of this flu <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>",FALSE,0,NA,2018-03-08 04:15:28,FALSE,NA,"971600260219981825",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ZakiyaShani",0,FALSE,FALSE,NA,NA
"238","China Reports Outbreak Of Highly Contagious Bird Flu https://t.co/EoZGj8P2KJ #Investing",FALSE,0,NA,2018-03-08 04:15:25,FALSE,NA,"971600247213477888",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","buygoldpanama",0,FALSE,FALSE,NA,NA
"239","RT @AbbieHollowDays: Because racism is like the flu and he won't be symptomatic or contagious after 10 days, right? https://t.co/PP6VYOuT2c",FALSE,0,NA,2018-03-08 04:15:18,FALSE,NA,"971600221691105282",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SpikeGhost",1,TRUE,FALSE,NA,NA
"240","RT @CDCemergency: Stay home, except to get medical care, if you have #flu symptoms. The flu is different from the common cold. Flu can resu…",FALSE,0,NA,2018-03-08 04:15:10,FALSE,NA,"971600185724776448",NA,"<a href=""http://www.google.com"" rel=""nofollow"">felicityy10ApplicationABC1</a>","felicityy10",140,TRUE,FALSE,NA,NA
"241","RT @CDCgov: Influenza activity has declined significantly, but will likely continue for several more weeks. Help stop the spread of germs a…",FALSE,0,NA,2018-03-08 04:14:38,FALSE,NA,"971600052538916864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IndigoHawthorne",162,TRUE,FALSE,NA,NA
"242","@LuxxSOCIAL @Maddix_Black Me &amp; my boyfriend both got flu shots so we’re good. I’m just saying for these hoes who don’t know any better",FALSE,1,"LuxxSOCIAL",2018-03-08 04:14:05,FALSE,"971599572756811776","971599913959112704","763725889440022529","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jamestatusss",0,FALSE,FALSE,NA,NA
"243","Sitting in a chair in the dark, trying not to fall asleep. My 3 year-old has flu B &amp; asked me to stay. I'll be damn… https://t.co/Oo4y5IQBXy",FALSE,0,NA,2018-03-08 04:13:33,TRUE,NA,"971599781326938112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","snipershawk",0,FALSE,FALSE,NA,NA
"244","RT @ACCmediacenter: New research from #ACC18 finds that the seasonal #influenza vaccine significantly reduces the risk of death among #hear…",FALSE,0,NA,2018-03-08 04:13:22,FALSE,NA,"971599733448945665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","karacagurkan",7,TRUE,FALSE,NA,NA
"245","RT @ImmunizeNV: ""If you already have the flu, you'll want to make sure you're doing everything you can to keep the virus from turning into…",FALSE,0,NA,2018-03-08 04:13:11,FALSE,NA,"971599686229426176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NFIDvaccines",0,TRUE,FALSE,NA,NA
